comment,polarity
অস্থির কিন্তু কি যেনো একটা মিস ফিনিশিং টা খুব ভালো লাগেনি but আফরান নিশো love u bro,Negative
ভাই খুবই ভালো লাগলো তুই বেস্ট,Positive
জানিনা  এতো কেনো ভালো লাগে  তবে বিশেষ করে   নাটকটির কথা সারা জীবন মনে থাকবে ,Positive
অনেক  সুন্দর  নাটক,Positive
এ ধরনের অভিনয় আপনারা আর করবেন না  এটা থেকে  সুশিক্ষার চেয়ে বরং কুশিক্ষায় গ্রহণ করবে মানুষ  এটা পরকীয়া প্রেম পরিহারের চেয়ে  পরকীয়া করতে আরও উৎসাহিত করবে বলে আমার মনে হয় ,Negative
অনেক সুন্দর নাটক.........,Positive
দারুণ নাটক !!!! Love from USA,Positive
Afran Nisho   এর সেরা নাটক,Positive
#জীবনখুব ভালো একটা নাটক  সবাইকে দেখার অনুরোধ রইল  YouTube-এ দেখবেন  সম্ভব না হলে কারো কাছ থেকে Share নিয়ে দেখবেন  নির্মাতা এই নাটকে উত্তম চরিত্র আর আদর্শিক জীবন যাপনের শিক্ষাটা দিতে চেয়েছেন  নাটকের প্রতিটা ডায়লগে  প্রতিটা দৃশ্যে সেই ব্যাপারটা তুলে ধরা হয়েছে  বর্তমানে বেশিরভাগ ফিল্ম কিংবা নাটক নির্মাতারা যেখানে ভালো ব্যাবসার আশায় আধুনিকতার নামে বেহায়াপনা আর নোংরামিকে অগ্রাধিকার দিচ্ছে  সেখানে এরকম ভালো একটা নাটক নির্মাণের জন্য নির্মাতা কলাকুশলী আর অভিনয় শিল্পীদের সদিচ্ছাকে বাহবা দিচ্ছি  আমি অন্তর থেকে ধন্যবাদ জানাই সংশ্লিষ্ট সবাইকে...,Positive
অসাধারণ  কিছু বলার নাইনিশো ভাই তুমি অস্থির নাটক টার বিষয় টা যদি সবাই বুঝতো আজ বাংলাদেশ সত্যি সত্যি সোনার বাংলা হইতো,Positive
সবচেয়ে ভালো লাগছে নাটকে নামাজ পড়াটা পরিচালকে অনেক অনেক ধন্যবাদ,Positive
সত্যিই অনন্য একটা গল্পঃ...একটু উষ্ণতা...একটু আন্তরিকতা.....আর একটু ঘনিষ্ঠতা এর নাম টাই ভালোবাসা...অসাধারণ....,Positive
কি অসাধারণ নাটক,Positive
খুবই সুন্দুর নাটক   কিছু কিছু  মানুষের জীবনেরগল্প   সত্যিই এমন হয়  ,Positive
সাবিলার নুর এর এক্টিং অনেক জোশ,Positive
অসাধারণ একটা নাটক  ২ জনের অভিনয় টা নিখাদ  গল্পটাও বেশ ভালো,Positive
অসাধারণ একটা নাটক,Positive
মিজান ভাই দারুন অভিনয় করছে আজকাল৷,Positive
অসাধারন একটি নাটক অপুর্ব একটি নাটক নাটকটি দেখে চোখের কিনারায় কখন যে জল এসেছে বুঝতে পারিনায়,Positive
্রেমিকা হলো সুইয়ের মতো...ব্যথা দিয়ে বোঝায় তার 'অস্তিত্ব' হারিয়ে যেয়ে বোঝায় সে 'প্রয়োজনীয়',Positive
২০১৯ এর সেরা অভিনেতা আমাদের নিশো ভাই,Positive
নাটক টা অনেক ভালো লাগছে,Positive
এ রকম বাজে গল্প  আর সস্তা গল্পে নাটক বিরক্তকর ,Negative
ফালতু নাটক ,Negative
ফার্স্ট টাইম একটা নাটক এত্ত ভালো লাগলো যে কমেন্টস না করে পারলাম না শামীম ভাইয়ের অভিনয়টা দুর্দান্ত ছিল ,Positive
ভালো থাকুক পৃথিবীর সকল ভালোবাসা,Positive
নিশো যখন তিশাকে অপমান করছিলো ঐ শিন টা যে কি পরিমান ভালো লাগছে তা বলে বুঝানো যাবেনা,Negative
আমি কখনই ইউটিউবে কমেন্ট দেই নাই কিন্ত স্ক্রিপ্ট রাইটার আর পরিচালক কে এপ্রিশিয়েট এবং কৃতজ্ঞতা না জানিয়ে পারতেছি না নাটকের মেসেজ টা   মানে কি বলব?কোন বিশেষনে বিশেষায়ীত করব  সেই শব্দ টা খুজে পাচ্ছি না এমন আরো ভাল ভাল কাজ করে বাংলা নাটক কে সমৃদ্ধ করবেন  সেই আশা বযাক্ত করলাম ধন্যবাদ ,Positive
অসাধারণ একটি নাটক,Positive
ঈদের মত আনন্দময় হোক প্রতিটি দিনঈদ মুবারকLimon Davভালবাসা অবিরাম,Positive
শুয়োরের বাচ্চার নাটকে মাত্রাতিরিক্ত অশ্লীলতা!,Negative
বাঙালীদের ভালো করতে যাবেন না ভাল করতে গেলে  নিজেই ছোট হবেন ,Negative
এসব নাটকই চাই,Positive
অনেক ভালো লাগলো   চোখে পানি এসে গেল  ,Positive
সত্যি অসাধারন ছেলেরা এমনি,Positive
তানজিন তিশা রে পুরাই বিরক্তিকর লাগে,Negative
বৃন্দাবন দাস সত্যই এক অসাধারণ লেখক গ্রাম বাংলার সব চরিত্র তার অসাধারণ লেখনিতে তুলে ধরেছে আর বৃন্দাবন দাসের  ছেলে দিব্য জ্যোতি ও সৌম্য জ্যোতির অভিনয় দারুন অসাধারণ বৃন্দাবন দাদা ,Positive
অনেক ভালো একটা নাটক   অনেক ভালোবাসি ভাই তুমাকে   only nisho bokto,Positive
##অমি  ভাইকে অনেক ধন্যবাদ  কারন সম্পুর্ন ডিফরেন্ট একটা গল্প উপহার দেওয়ার জন্য ##,Positive
এটা তো বাংলাদেশের আসল নাটক না   নাটক হবে মধ্যবিত্ত নিয়ে  সাধারণ জীবন নিয়ে,Negative
হেড়া নাটক ওভার এক্টিং ফালতু,Negative
মোশারফ এখন একটা ফালতু ,Negative
হাম আপকে হ্যায় কৌন সিনেমা দেখার পর ছেলেরা যেমন ভাবতো আমার দাদার যদি এমন একটা সালী থকতো বা মেয়েরা ভাবতো আমার দিদির যদি এমন একটা দেবর থাকত তাহলে প্রেমটা ভালোই হতো আমি নিশ্চিত নাটক টা দেখার পর প্রত্যেকর মন তাই বলবে যে ইস আমার যদি পাগল মতো ভালোবাসা এমন বোন বা দাদা থাকতো ,Positive
মোশারফ করিম এর সবচেয়ে বাজে নাটক   এসব কি নাটক বানায় এখন দূর,Negative
তিশার শেষ দৃশ্যের কান্নার অভিনয়টা অসাধারন...... জীবন্ত একদম  মনেই হয় না এটা অভিনয়   ,Positive
যে কাজ করি না কেন তার পরও ভাল কিছু করার চেষ্টা করি সবাইকে ভালো হওয়ার তৌফিক দান করুক আল্লাহ তাআলা আমিন  ,Positive
আরফিন নিশো মেহজাবিন আপু তাদের নাটক দেখতে অনেক ভালো লাগে ধন্যবাদ এমন নাটক উপহার দেওয়ার জন্য সামনে আরো ভালো নাটক উপহার দিবেন আমাদের জন্য,Positive
খুশী আপুর অভিনয় যতো দেখি ততো মুগ্ধ হয়ে যাই ,Positive
অনেক ভালো  লাগছে,Positive
বস তুমি সত্যি বাংলাদেশের সেরা অভিনেতা,Positive
দেখতে দেখতে লিখতে বসলাম  পরিচালকের দৃষ্টিভঙ্গি পরিবর্তনের জন্য যদিও বানিজিকিকরনের জন্য অনেক রকম নাটক বানাতে হয় তাদের  একটা মেয়ের বয়স এবং সুন্দর হইয়ে ফিট ফাট হলেই বিয়ের আইডেন্টিটি হইয়ে যায় কিন্তু একটা ছেলের কেন পারিবারিক আইডেন্টিটি তে জথেস্থ মনে হয় না? এখন আরও এক বার সময় এসেছে নাটক এর গুন গত মান এর পরিবর্তন আনতে  চেষ্টা করুন বর্তমানের  উদ্যোক্তা নিরভর নায়ক চরিত্র নিয়ে নাটক বানাতে  আজকাল বাস্তব জীবনেও দেখা যায় বিয়ের জন্য চাকরি টা কে অনেক বেশি প্রাধান্য দেওয়া হয়  নাটক যেহেতু আমাদের দেশ এ অনেক জনপ্রিয় একটা বিনোদন মাধ্যম সেটার মাধ্যমে সমাজের মানুষের মানসিকতার পরিবর্তন সম্ভব  সুতরাং শুধু চাকরি নয়  চাকরিদাতা নির্ভর নায়ক চরিত্র বানান  ধন্যবাদ ,Positive
সত্যি অসাধারণ নাটক,Positive
অসাধারণ ২টা নাটক কি অনেক সুন্দর তবে বড় ছেলে বেসি সুন্দর মেহজাবিন আপুর অভিনয় টা রিদয় ছোয়ার মত,Positive
নাটকের Promo  থেকে finally..... Full নাটক দেখতে পেলাম দারুন অভিনয় নিশো ভাই আর তিশারনাটকের মাঝে সুরটা দারুণ শেষে গান টা মন ছঁুয়ে গেল,Positive
অসাধারন জুটি  পাসা পাসি অবিনয় সেই লাগে ভাই কুয়েত,Positive
ভাইয়া আমি আপনার অনেক বড় ফ্রেন্ড আমি আপনার আপডেট নাটক কখন দেখা মিস করিনা সবগুলো নাটক দেখি অনেক সুন্দর  অনেক ইচ্ছা আপনাকে একদিন সামনাসামনি দেখব  আমরা সবাই দোয়া করি আপনি যেন আরও এগিয়ে যেতে পারেন  ,Positive
কমেন্ট করার ভাষা নাইকেননা আমিও একজন বেয়াদব আমার সবচেয়ে কাছের মানুষ গুলোর কাছে  নিশো ভাই অসাধারন অভিনয় করছে সময়ের সেরা অভিনেতা   ,Positive
অসাধারণ,Positive
অনেক অনেক ভাল লাগলো নাটক  টা এরকমই  নাটক দেখতে চাই অনন্য ফরিদপুর,Positive
খুব সুন্দর টেলিফিল্ম  অপূর্বর এখন পর্যন্ত সেরা অভিনয় ,Positive
এতো দিন পর সুন্দর একটা নাটক দেখলাম   অসাধারন,Positive
ফালতু সময় নস্ট,Negative
অপূর্ব মানে অপূর্ব নাটক টা না খুব সুন্দর হয়েছে এ যাবত আর দেখছি আরো কত বার যে দেখবো আই মিস ইউ নতুন বছরের সেরা নাটক,Positive
ধন্যবাদ  শাহানাজ খুশিকে অসধারন অভিনয়  করার জন্য,Positive
জাস্ট অসাধারন বস অসাধারন এর চেও বেশি কিছু থাকলে সেটা,Positive
অসাধারণ   Nice   ,Positive
খুব ভালো লাগলো,Positive
নাটকটা ভাল বলতে হবেই,Positive
@ Rafiath mithila আমার দেখা বেস্ট নাটক,Positive
এত বেশি ভালো লাগে জা বলতে পারবোনা জখুন ইউটিউবে ঢুকেই দেখি প্রথমেই ভাইয়ের নতুন নাটক তখুন সব ভুইলা জাইঅনেক বেশি ভালো বাসি নিশো ভাই তোমাকে,Positive
সুন্দর একটি নাটক দেয়ার জন্য ধন্যবাদ,Positive
কেউ তানজিন তিশার পায়ের দিক খেয়াল করছেন ওয়াক  বস্তি ডাস্টবিন ,Negative
নাটক টা খুবই সুন্দর ছিলো     বাট শেষে আরো একটু সুন্দর করে মিলানো দরকার ছিলো   শেষে যদি এমন হতো যে ছেলে দুইটা জখন রাজি হয়না তখন যদি মেয়েরা ওদের পিছু চেরে দিতো তারপর ছেলে দুইটা আবার মেয়েদের জন্য পাগল হোয়ে ওদের পিছু পিছু ঘুরতো   তাইলে সুন্দর হইতো ,Positive
এক কথায় অসাধারণ,Positive
এক কথায় অসাধারণ,Positive
ফাইজলামির লিমিট আছে  বালছাল বানানো বন্ধ করে ভালো কিছু বানান ,Negative
এক কথায় অসাধারণ,Positive
অসাধারণ!! আমার কাছে অভিনয় মনে হয়নি   বাস্তব ঘটনা মনে  হল ,Positive
আমার দেখা সেরা নাটক এইটা ,Positive
অনেক সুন্দর গল্প  অসাধারণ অভিনয়  করছে সবাই ,Positive
নাটকটি অসাধারণ হইছে,Positive
আরিয়ান ভাই আমরা আপনার পরিচালনায়   রেগুলারলি  নাটক চাইআশা করি দর্শকদের জন্য রেগুলার কাজ করবেন ধন্যবাদ 😊,Positive
ভালো লাগছে,Positive
সেরা নাটক !!!,Positive
বোকা তানজীন বুজেনা দুদু টিপতে দে নিশো ভাই রে,Negative
অসাধারণ হয়েছে,Positive
অশ্লীলতা বরা এই নাটকটা ফালতু,Negative
নাটকটা যতই দেখছি ততই রাগ হচ্ছে ,Negative
অসাধারন লেগেছে    বাট বড় ছেলে     এর থেকে বেশী না    !!,Positive
মাইরালাইছে নাবিলা এত ভালো অভিনয় করলো কেমতে,Positive
অনেক ধন্যবাদ  মিজানুর রহমান ভাইকে  এবং অপূব  মিথিলা  মেহেজবিনকে  খুব ভাল লাগছে  তবে জেরিনের বাবার অভিনয়টা লোভি দেখাছে ,Positive
অসাধারণ নাটক  ,Positive
এতো সুন্দর ভাবে বাস্তবতা তুলে ধরার জন্য ধন্যবাদ  চোখ দিয়ে পানি পড়ছে শেষ দৃস্যে ,Positive
জিনদা লাশ দুইটারে দিয়ে নাটক বানাইছে দুর বাল  এটা তো হিজরাদের নাটক,Negative
সত্যি অসাধারণ একটা নাটক  ,Positive
যদি বলি ভালো লাগছে তাইলে কম হবে  এক কথায় ভাসা হারিয়ে ফেলছি,Positive
বিয়াদবীর একটা সিমা তাকা দরখার,Negative
এত অসাধারণ   আরিয়ান ভাই  এরুকুম অন্তত প্রতি বছরে ৩টি নাটক দেখতে চাই  ,Positive
নাটকে তিশার স্বভাবে একটু অসংগতি আছে  একদিকে সে পাঁচ ওয়াক্ত নামাজ পড়ে  মাথায় হিজাব পরে  খুবই পরহেজগার নারী কিন্তু তার পোশাক কিছুটা অশালীন বিশেষ করে ওড়না নেয়াটা  তার স্বভাবের সাথে পোশাক যায় না  পোশাক সজ্জায় যারা তাদের আমাদের সমাজ ও সমাজের মানুষ সম্পর্কে ধারণা কম ,Negative
এটা কোন জায়গা  কেউ কি জানেন  খুব ভালো লাগছে,Positive
অসাধারণ ....,Positive
খুব খুব ভালো লাগলো    Love You Sabala Nur,Positive
অসাধারণ  বলার মত না,Positive
নাইচ  নাইচ১৫/১০/২০১৯,Positive
অনেক ভালো লাগলো নাটক থেকে অনেক কিছু শেখার আছে,Positive
ভালো লাগলো নাটকটা দেখে ,Positive
নাটকটা সত‌্যিই অসাধারণ শেষের দিকে নিসো ভাই নামাজের কথা বলাতে ভাল লাগল ,Positive
ফালতু নাটক ফালতু কাহানী  ওভার এক্টিং! রেটিং ০/১০!,Negative
আমার দেখা পৃথিবীর সবচাইতে বাজে একটা নাটক,Negative
অনেক ভালো লাগল  কিন্তু বাকি অংশ চাই     ,Positive
বালের নাটক এইটা দুদু মিয়া,Negative
আমাদের চোখের পানির মূল্য দিবে কে  যার নাটক দেখা একধরনের নেশা হয়ে গেছে  সে কি বুঝবে কখনো?? Love you boss শুভকামনা সব সময় পাশে ছিলাম  পাশে আছি  ইনশাআল্লাহ পাশেই থাকবো,Positive
মোটা মোটা বাঁশ আর লইতে পারছি না বাব,Negative
এত সুন্দর কেন,Positive
পাল্তু নাটক ভাই এর কাছ থেকে এইটা আশা করি নাই ,Negative
গাজিপোরের মেয়েরা কি সুন্দর হয় না,Positive
অসাধারণ একটা নাটক যার কোনো বেকাখ্যা নাই,Positive
নাটক টি খুব সুন্দর  শেষের দৃশ্য  টি মুল নাটক টি র অসাধারণ  ,Positive
সত্তি অনেক সুন্দর  নাটক দেকলাম আজ,Positive
এক কথায় অসাধারন,Positive
সাজ্জাদ ভাই ও তিশা কে ধন্যবাদ অসাধারণ অভিনয়ের জন্য,Positive
যতসব ফালতু দিরেক্টর,Negative
অনেকদিন পর একটা ভাল নাটক দেখলাম ,Positive
ফালতু নাটক-ছবি দেখে যেমন বদমাইশি শেখা যায় এমন ভালো মানের নাটক-ছবি দেখেও অনেক ভালো কিছু শেখা যায়,Negative
আপনি তো একজন ক্রেজি লাভার  প্রেম করতে করতে ওর ভিত্রে ঢুইক্কা গেসেন   এটা সেরা ছিলো,Positive
এতো ভালো লাগলো বলে শেষ করা যাবেনা  নিশো ভাই মানেই ভিন্ন কিছু ,Positive
নিশু ভাই এবং তানজিন তিশা সবসময় আমার ফেভারিট জুটি   নাটকটা অনেক ভাল লাগল   বিশেষ করে নামাজ পড়ার বিষয়টা এবং পবিত্র বন্ধুত্বের সম্পর্কটা   এদিক থেকে নাটকটা অনেক ব্যতিক্রম ও শিক্ষণীয়   সংশ্লিষ্ট সবাইকে আন্তরিক ধন্যবাদ  ,Positive
শিহাব শাহীন ভাই নাটকের বেসিকটা ভাল ছিল  তবে বাস্তবে এমন পাগলামো মেয়েরা করে না  উল্টো ছেলেরাই করে  তবে ভালবাসায় কষ্ট আর সুখের কম্বিনেশন টা ভাল ছিল  অনেক ভাল লাগছে  ভাইয়া  লাভ ইউ,Positive
নাটকের তো এন্ডিং ই হল না     আশা করি ২য় পার্টে ভাল করে এন্ডিং দিবেন,Positive
অনেকদিন পর  খুব ভাল  একটা নাটক  দেখলাম....  এমন  আরও  ভালো  ভালো  কাজ  দেখতে  চাই,Positive
গার্লফ্রেন্ডকে ল্যাং মেরে আটকানোটা পছন্দ হইছে,Negative
বস কলিজার ভিতর লাগছে তুমি সেরা বস,Positive
ভাই আল্লাহর দোহাই লাগে এরকম নাটক আর বানাস না ,Negative
সত্যিই অসাধারণ গল্প প্রথম এক আর শেষ আর এক !!,Positive
এক কথায় অসাধারণ,Positive
অসাধারন ভাই   এক কথাই অসাধারন   আরিয়ান ভাইয়া  অপূর্ব ভাই   মিথিলা আপু   অসাধারন কাজ করেছেন আপনারা   অনেক অনেক ধন্যবাদ এমন সুন্দর নাটক আমাদের উপহার দেয়ার জন্য,Positive
বোঝেনা   খেত   বোকা  নির্বোধ  ,Negative
wow কিছু বলার নেই অসাধারন   ,Positive
কিরে ভাই ফালতু চেনেল এতোগুলা এডদিলে  নাটকের মজায় থাকেনা ফালতু ,Negative
বালের নাটক,Negative
আপনারা সেরা,Positive
ফালতু নাটক,Negative
শাহজান খুশির শেষের কথাগুলো শুনে চোখের পানি আটকে রাখতে পারলাম না  আমার ধারণা কোন হৃদয়বান ব্যক্তি এ কথাগুলো শুনে অবিচল থাকতে পারবেনানতুন করে বৃন্দাবন দাসকে কিছু বলতে চাইনা  তার লেখা সব নাটকই ভালো লাগে  এই নাটকটা একটু বেশি ভালো লাগলো  তার মধ্যে মানুষকে হাসানো বা কাঁদানোর অদ্ভুদ গুণ আছে  আমার কাছে হুমায়ুন আহমেদ স্যারের পর বৃন্দাবন দাসকেই বাংলাদেশের শ্রেষ্ঠ নাট্যকার মনে হয়  নাটকটা অনেক সুন্দর হয়েছে  এক কথায় অসাধারণ  পাশাপাশি সবার অভিনয় ছিল সাবলীল এবং মনোমুগ্ধকর ,Positive
ঈদের আনন্দ পরিপূর্ণ হয়ে গেল প্রায়  তে  অসাধারণ অসাধারণ,Positive
পরিচালক কে ধন্যবাদ অনেক দিন পরে নাটকে ভালো একটা  বাইক দেখার জন্য,Positive
ফালতু একটা নাটক,Negative
বস আপনার নাটক যে এত ভাল হয় কি করে যে বুঝায় আমি সত্যিই আপনাকে অনেক অনেক অনেক ভালবাসি গো,Positive
সেরা ছিল ,Positive
৫৩ মিনিটের নাটকে মাত্র দুইজনের অসাধারণ অভিনয়ে তৃতীয় ব্যক্তির উপলব্ধি যে ভুলিয়ে দিতে পারে তা এখানে হান্ড্রেডে হান্ড্রেড দেখিয়ে গেল  বাস্তবতার মেসেজ দিয়ে গেল  অসাধারণ  অসাধারণ   ১০ বছরের স্থলে ১৮ বছর পর ধরে নিলাম  অসাধারণ ,Positive
ছেলের বাপের অনেক সুন্দর বাড়ি ছেলে দেখতে সুন্দর gf য়ের জন্য অনেক যত্ন থাকলে অনেক সুন্দর মেয়েও রাজি হবে এটাই সাভাবিক ,Positive
আমি যাকে ভালবাসি তাকে পাওয়ার জন্য  আমি দেশ ছাড়লাম তারপরও যদি না পাই আমার মত পোড়া কপাল আর পৃথিবীতে কারো হবে না সবাই দোয়া করবেন আমি যাতে আমার ভালোবাসার মানুষকে পাই,Positive
বালের নাটক......যদি টাকা দিয়ে এমভি কিনে দেখতাম তাহলে গালি দিতাম.......ভাগ্য ভালো শালার পূ পরিচালক তোর....যা ফকিন্নির পূ,Negative
জোর করে লোক হাসানো  ভাঁড়ামি   ,Negative
বেষ্ট বেষ্ট বেষ্ট নাটক এই ঈদের!,Positive
খু‌শি আপার অ‌ভিন‌য়ে মুগ্ধ আ‌মি  বাংলার চিত্র ফু‌টে ও‌ঠে‌ছে নাট‌কে  সকল কলা কৌশ‌লি‌দের অসংখ্য ধন্যবাদ আমা‌দের এমন সুন্দর নাটক উপহার দেয়ার জন্য  ,Positive
বালের নাটক,Negative
গাঁজা খেয়ে নাটক বানাও মাদারচোদ একটা,Negative
আমার দেশ এর মেয়েরা এতো খারাপ কথা বলে     এই সব না দেখলে বুঝতাম না ভাগ্য ভালো যে গ্ৰামে কখনো যাইনি,Negative
বুকচুদ নাটক,Negative
খুবই বাজে একটা নাটক  যেসকল বিষয় এই নাটকে দেখানো হইছে একজন মানুষ হিসাবে এটাকে কোন ভাবেই সাপোর্ট করা যায় না  বর্তমানের ইয়াং জেনারেশন এইগুলো দেখে বাজে পথে যাবে ,Negative
তানজিন তিশা এই মুহুর্তের সেরা অভিনেত্রী!,Positive
নাটক অনেক সসুন্দর হয়েছে তবে বুঝি না মেয়েরা এমন কেনো?স্বামী মরে গেলে বা হারিয়ে গেলে বা ছেরে দিলে পুরুনো প্রেমিকের কথা মনে হয় আর স্বামী থাকতে........,Positive
প্রতিটি জিনিসের ই ভালো মন্দ দিক থাকে  এখানেও তাই  আমি নাটক টার পক্ষে বলছি না  কারন এখানে সীমা লঙ্ঘন করা হয়েছে  তবে এখান থেকেও ভালোটা রেখে  খারাপটা বাদ দেওয়া যায়  ,Negative
অসাধারণ বলার ভাষা নাই মন ছুঁয়ে গেল ভাই ,Positive
প্রথমে একটু ফস্টি নস্টি হইবো পরে একটু কান্নাকাটি  করে মিলে যাইবো এটাই বাংলা নাটক  কোনা আগা হোগা নাই ,Negative
একটা নাটক বানিয়েছে না আছে কাহিনী না আছে অভিনয় না আছে বাস্তবতা!,Negative
খুব ভালো লাগলো,Positive
অসাধারণ লাগছে  ফিলিংটাই অন্য রকম লাগতেছে দেখার পরথেকে,Positive
হ্যালো বন্ধুরা আশা করি সবাই ভালো আছো. বাংলাদেশের নাটকের একটি নায়ক অপূর্ব. নামের মতোই তার অভিনয় সুন্দর. কথা বলার স্টাইল  চুল  ব্যবহার লোকের সাথে সব মিলিয়ে অল টাইম গ্রেট. আই লাভ অপূর্ব. কলকাতা থেকে SAMEER Khan.,Positive
ভাই  আমার তো M B খরচ করে নাটক দেখি তাহলে নাটকের মধ্যে adদেওয়াটা বিরক্তিকর বিষয় হয়ে যায়,Negative
বস তুমি ই সেরা   তোমার উপর কেও না ভালোবাসার মানুষ আফরান নিশো,Positive
আচ্ছা আমি কিভাবে সিন গুলো আগেই বলতে পারি যে এটা হতে চলেছে  মজা পাইনা,Negative
আমার  শুধু নিসো ভাই কে ভালো লাগে  তার  চেহারায় মায়া আছে  তাই  সবাই  তাকে ভালো  বাসে  অসাধারণ হয়েছে  মনের ভেতর  ছুয়ে  গেছে,Positive
আসলে একটা মেয়ে চাইলেই যে কোন একটা খারাপ ছেলেকে ভাল করতে পারে  যদি সে সেই কাজটা ভাল বেশে করে  আবার সে যে কোন একটা ভাল ছেলে কে খারাপ ও করতে পারে  যদি সে চায় তবে সে ছেলেটার মধ্যে সেই মন মানুষিকথা থাকতে হবে ,Positive
বালের নাটক.........   সালা ফাউল......  ,Negative
দিন শেষে সত্যিকারের ভালবাসা গুলোই জিতে যায় হয় এপারে নয় ওপারে ,Positive
শেষ টা ভালো লাগলো না  নাটকে এটা মানায় না,Negative
খুব ভালো লাগলো,Positive
অসাধারণ..... Love from INDIA,Positive
বাজে মেহজাবিনের অভিনয়,Negative
কেউই বাজে মন্তব্য করার সুযোগ পায় নি  অসাধারণ হইছে ধন্যবাদ সিহাব শাহিন ভাইকে এইরকম নাটক উপহার দেয়ার জন্য,Positive
অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ,Positive
অসাধারণ নাটক হইছে,Positive
বালের ভালোবাসা,Negative
CD CHOICE মানেই হিট নাটক..... আর আরিয়ান ভাই ও আপূর্ব ভাই আপনাদের নাটক সুপার হিট হয়,Positive
সালের বেষ্ট নাটক,Positive
জয়েন ফেমেলির মজা অনেক আমি চাচছি একসাথে থাকার জন্য আমার ভাইয়েরা চাচছে না,Positive
অপূর্ব ভাইয়া মানে হিট.,Positive
খুব সুন্দর একটা নাটক ভালো লাগছে,Positive
ভাই কাঁদিয়ে ছাড়লেন আমাদের    খুব খুব খুব ভালো লাগলো,Positive
এই নাটক টা দেখে মনটা জুরিয়ে গেছে,Positive
অসাধারণ নাটক,Positive
হিসেবে বাংলাদেশের রাস্তাটা এই কুত্তার বাচ্চা বাংলাদেশের এই অবস্থা নাটক সারা বাংলাদেশে রাখছে কেডায় শালা বলে যে বাংলাদেশের এই অবস্থা ইসলামের এই অবস্থা,Negative
অসাধারন,Positive
আগের মর টেশ নাই,Negative
পলাশ ভাই খুব সুন্দর একটা গল্প ,Positive
নাটক টি অসাধারণ হইছে কিন্তু শেষটা আরেকটু বাড়ালে ভালো হত,Positive
আমার দেখা সেরা নাটক,Positive
অসাধারণ একটি নাটক নাটকের নাটক টা অনেক ফুটে তুলছে তানজিন তিশা আর আফরান নিশো,Positive
নামাজের দৃশ্যটা সত্যিই অসাধারণবলতে পারিনি তার মানে এই না   আমি হেরে গেছি,Positive
রিয়াজ আপনার অনেক ভাল লাগচে  মোট কথা হলো জুটিটা অনেক সুন্দর,Positive
ভুয়া নাটক,Negative
খুব সুন্দর একটা নাটক  ২য় পার্ট করেন,Positive
ব্যাপক মজা পাইছি,Positive
প্রথম প্রেম কখনো ভুলা যায়না,Positive
বালের নাটক বানাউ সালারা,Negative
অপেকাই ছিলম আমার প্রয় মেহজাবিনের নাটকের জন্য ধন্যবাদ আরিয়ান ভাই,Positive
এক অসম্ভব অস্থির ডায়ালগ  অভিনয়  এবং চরম পর্যায়ে ভাল নাটক,Positive
নাটকের প্রতিটা চরিত্রই খুব ভালো অভিনয় করেছে  প্রকৃতিক বস্তবতাটাই নাট্য শিল্পের মাধ্যমেই প্রকৃতিক ভাবে উপস্থাপন করেছে  একেবারে হ্র্দয় ছোয়া অভিনয়  আপনাদের পুরো টিমের জন্য শোভ কামনা রইল    ,Positive
বস্ এর ভক্তরা শুধু লাইক দেন,Positive
এক কথায় অসাধার  নিশু ভাই সেরা ,Positive
অসাধারণ ছিল  ,Positive
কমন না করে পারলাম না শালার নাটক বানালি মাদার সুদেরা,Negative
অসাধারন এক কথায় ,Positive
এত ভাল নাটক এক কথায় সেই,Positive
অানেক সন্দর হয়েছে,Positive
joss নাটক         যেমবড় ছেলে?????,Positive
নিশো ভাই   নাটক দেখি আপনার   ভালোই লাগেবাট নাটকের স্কীপ দেখে নাটক করুন  কিছু কিছু কথা খুবই বাজে লাগছে   এগুলো আপনার কাছ থেকে আশা করিনি  আসলে এই সব বলে লাভ কি?মিডিয়া বলে কথা   পদ্দার আড়ালে সবাই এক,Negative
অস্থির৷ ভাল লাগলো৷ শামীমের অভিনয় বেশ প্রাণবন্ত ,Positive
যাক অবশেষে আরিয়ান ভাইয়ের নাটকে  অনেকদিন পর একটা হ্যাপি এন্ডিং দেখলাম...,Positive
খুভ ভালো লাগলো নাটক টা অনেক কিছু শিখার অাছে,Positive
ভালোবাসা,Positive
নামাজের বিষয়টা ভাল্লাগছে আসলে সবকিছুর পর নামাজ উত্তম ,Positive
সত্যি গল্পটা অনেক ভালো ছিল কিছু কিছু মানুসের জীবন টা এমনি হয়ে থাকে ,Positive
হে  থেকে গেলে চলবে না 'খুব ভাল লাগলো নাটক টা,Positive
৪.৫ মিনিট দেখে বিরক্ত হয়ে চলে গেলাম  যত্তসব ফালতু  আজগুবি  গাঁজাখুরি নাটক  ১০০ ডিসলাইক,Negative
ভালোবাসা শব্দটা আমার কাছে আজ বড় অসহায়   এই আমিই তো   তোমাকে বলে ছিলাম তোমার সুখের জন্য সব করতে পারব   কিন্তু বুঝিনি তোমার সুখের জন্য তোমাকেই ত্যাগ করতে হবে  ভাল থাকুক ভালবাসা   অন্যের বুকে,Positive
